iter	MultiClass
391	0.00782248946
392	0.007791643672
393	0.007768072029
394	0.007745280549
395	0.007705698195
396	0.007674883483
397	0.007655666297
398	0.007634705767
399	0.007589467105
400	0.007568841855
401	0.007555413788
402	0.007539990397
403	0.007517363678
404	0.007484672385
405	0.007464096215
406	0.007447775094
407	0.00742371563
408	0.007404052016
409	0.007380537599
410	0.007368385297
411	0.007341478228
412	0.007308415809
413	0.007293787048
414	0.007279469894
415	0.007257680789
416	0.007244080486
417	0.007227663328
418	0.007210122122
419	0.007192376118
420	0.007165073492
421	0.007150779374
422	0.007137899938
423	0.007120180136
424	0.007105203129
425	0.007091013582
426	0.007070508471
427	0.007050261217
428	0.007033141253
429	0.00701733206
430	0.007002463779
431	0.006989230835
432	0.006970374602
433	0.006953432621
434	0.006941894432
435	0.006926596288
436	0.00690080462
437	0.006887349277
438	0.006867333447
439	0.006846685511
440	0.00683352468
441	0.006815991523
442	0.006782598188
443	0.006765145877
444	0.006751790599
445	0.006739648016
446	0.006718982242
447	0.006703941576
448	0.006686533615
449	0.006664794668
450	0.006645732446
451	0.006633592731
452	0.006604348612
453	0.006587965593
454	0.006579320501
455	0.006560957811
456	0.006549877185
457	0.006535553317
458	0.006520992946
459	0.006513334887
460	0.00649988408
461	0.006474879942
462	0.006459096332
463	0.006447232243
464	0.006426197628
465	0.006402075761
466	0.00638881614
467	0.006366494747
468	0.006353499158
469	0.006341510788
470	0.006328881398
471	0.006318246504
472	0.006304067001
473	0.006284881758
474	0.006276291174
475	0.006267366682
476	0.006246430614
477	0.00623177457
478	0.006217202309
479	0.006205146137
480	0.006190068984
481	0.006176954614
482	0.006166128502
483	0.00614700448
484	0.006130011954
485	0.006114414387
486	0.006105545087
487	0.006093709041
488	0.006080452318
489	0.006069503446
490	0.006051969861
491	0.006028881023
492	0.006015641153
493	0.006001319987
494	0.005989432466
495	0.00597937903
496	0.005954509599
497	0.00594487043
498	0.005930961725
499	0.005919435182
500	0.005911064735
501	0.005897844041
502	0.005884769453
503	0.005871552926
504	0.005857833934
505	0.005847160325
506	0.005806541748
507	0.005792788099
508	0.00578033891
509	0.005765218339
510	0.005749379862
511	0.005734371833
512	0.005722402737
513	0.005709696683
514	0.005689578203
515	0.005672504219
516	0.005656609847
517	0.005642236904
518	0.005621204963
519	0.005610774029
520	0.005600479479
521	0.005588864259
522	0.005568859587
523	0.00555239076
524	0.005543567812
525	0.005535144585
526	0.005520993596
527	0.005511815349
528	0.005500200418
529	0.005489035789
530	0.00547709454
531	0.00546807677
532	0.005458779916
533	0.005449289214
534	0.005433438407
535	0.005424018447
536	0.005407594525
537	0.005390939221
538	0.005377052686
539	0.005359638892
540	0.005352898204
541	0.005331881339
542	0.005318493585
543	0.005307692626
544	0.005298581681
545	0.005280937352
546	0.005273425778
547	0.005261533651
548	0.005248385584
549	0.005235717053
550	0.005226497441
551	0.005215443209
552	0.005211691534
553	0.005203341959
554	0.005191277135
555	0.005179807747
556	0.005169947893
557	0.005161639059
558	0.005152669468
559	0.005135641828
560	0.005126955078
561	0.005119889687
562	0.005107125664
563	0.0051012779
564	0.00508851795
565	0.00508290204
566	0.005076200712
567	0.005069972856
568	0.005062065061
569	0.005055239185
570	0.005045231822
571	0.005036233781
572	0.005027911445
573	0.005018284987
574	0.005000925511
575	0.004994426912
576	0.004985936848
577	0.004973412248
578	0.004959090181
579	0.004945720199
580	0.004936013272
581	0.004927761213
582	0.004917600067
583	0.004911368042
584	0.004901265957
585	0.004891131805
586	0.004879481339
587	0.004865811083
588	0.004854591832
589	0.0048412156
590	0.004831594993
591	0.004825353168
592	0.004817590313
593	0.004808318832
594	0.0047996526
595	0.004790511824
596	0.004780076345
597	0.00476588362
598	0.004757937719
599	0.004743460107
600	0.004733411958
601	0.004720757012
602	0.004710177376
603	0.004703859162
604	0.004698639047
605	0.004690723591
606	0.00467194016
607	0.004665119866
608	0.004658627201
609	0.00464872468
610	0.004641071155
611	0.004629811758
612	0.004616481214
613	0.004599639581
614	0.004590039305
615	0.004585351142
616	0.004571472955
617	0.004563948909
618	0.004556741939
619	0.00454636077
620	0.004535533269
621	0.004527355286
622	0.004517944446
623	0.00451108092
624	0.004505767704
625	0.004501099688
626	0.004494568191
627	0.004484977261
628	0.004476764188
629	0.004470984773
630	0.004462046953
631	0.004455670569
632	0.004445585926
633	0.004438300805
634	0.004430411929
635	0.00442569249
636	0.004419442795
637	0.004413774937
638	0.00440893515
639	0.004402975921
640	0.004397794249
641	0.004389535481
642	0.004384286471
643	0.004377533867
644	0.004372382604
645	0.004363554514
646	0.004358124444
647	0.00434772071
648	0.004341169209
649	0.004332548894
650	0.00432711202
651	0.004320871938
652	0.004314770214
653	0.004300943278
654	0.004296593618
655	0.004290005144
656	0.004273785133
657	0.004268087425
658	0.004260523556
659	0.004253574711
660	0.004246808301
661	0.00424173003
662	0.004235146144
663	0.00422951962
664	0.00422395244
665	0.004218156193
666	0.004211988223
667	0.004205137517
668	0.004195205264
669	0.00419173654
670	0.004184206136
671	0.004177115723
672	0.004169246915
673	0.004165272462
674	0.004161639522
675	0.004155104082
676	0.004150853657
677	0.004146520708
678	0.004140150772
679	0.004135195152
680	0.004128421253
681	0.004121661367
682	0.004115102047
683	0.004110149576
684	0.004104184926
685	0.00409682844
686	0.00409034083
687	0.004084402375
688	0.004075922389
689	0.004068755683
690	0.004064533623
691	0.004059944469
692	0.004051683134
693	0.004041760456
694	0.004036144268
695	0.004029783509
696	0.004024854019
697	0.004017701706
698	0.00400382953
699	0.003999761392
700	0.003994420943
701	0.003991412573
702	0.003982959713
703	0.003975309575
704	0.003970080279
705	0.003960602586
706	0.003954695587
707	0.003945542976
708	0.00394264099
709	0.003936998016
710	0.003930076395
711	0.003923408859
712	0.003913894989
713	0.003911239803
714	0.003906190744
715	0.003898852054
716	0.003894441016
717	0.003889045511
718	0.003884938168
719	0.003878817345
720	0.003871181208
721	0.003866592487
722	0.003861812228
723	0.00385623489
724	0.003852675242
725	0.003847288663
726	0.003842554704
727	0.003836633492
728	0.003829394302
729	0.003825032279
730	0.003810034616
731	0.003805090356
732	0.003796244091
733	0.003790359115
734	0.003781662026
735	0.003776137624
736	0.003767514827
737	0.003764493571
738	0.003759298188
739	0.003754186942
740	0.003749910512
741	0.003743769168
742	0.003738424815
743	0.003734198009
744	0.003728758885
745	0.003722327581
746	0.003718661103
747	0.00371235595
748	0.003707743368
749	0.003702756279
750	0.003695762472
751	0.003692708544
752	0.003687643142
753	0.003682146059
754	0.003674630637
755	0.003667295498
756	0.003662637568
757	0.003653728802
758	0.003646503581
759	0.003642029254
760	0.00363719162
761	0.003631352689
762	0.00362501718
763	0.00361510284
764	0.003610971601
765	0.003606418933
766	0.003601343783
767	0.00359666739
768	0.003592362191
769	0.003587733974
770	0.003585473601
771	0.003581019989
772	0.003576539248
773	0.003571040631
774	0.003566206439
775	0.003560912546
776	0.003556378949
777	0.003548357123
778	0.003543507378
779	0.003539730926
780	0.003533757984
781	0.003526294532
782	0.003520962054
783	0.003515594563
784	0.003511551329
785	0.003507737359
786	0.003504543036
787	0.003500915531
788	0.00349466796
789	0.003488985675
790	0.003483507961
791	0.003476481169
792	0.003473748105
793	0.003469454795
794	0.003465831942
795	0.003460123567
796	0.003456322234
797	0.003451571959
798	0.003447976262
799	0.003442460134
800	0.003439101274
801	0.003435040314
802	0.003431163765
803	0.003426576742
804	0.003422311276
805	0.003417052684
806	0.003414561022
807	0.003412296526
808	0.003407996393
809	0.003405241724
810	0.003398360323
811	0.003389685753
812	0.003384916398
813	0.003379823213
814	0.003376439807
815	0.003372979284
816	0.003368475334
817	0.003365984935
818	0.003360765841
819	0.003351295264
820	0.003347688852
821	0.003343199381
822	0.003340768786
823	0.003334761815
824	0.003332207977
825	0.003327616262
826	0.003322194047
827	0.003318495671
828	0.003314516255
829	0.003306762697
830	0.003304538714
831	0.003301361482
832	0.003298293566
833	0.003294182765
834	0.00328375495
835	0.003277407564
836	0.0032728109
837	0.003269748749
838	0.003266226769
839	0.00326406597
840	0.003258862911
841	0.003255409946
842	0.003249449412
843	0.003245621871
844	0.003239642004
845	0.003235067171
846	0.003229991138
847	0.003226239509
848	0.003222741143
849	0.003219941088
850	0.003215099636
851	0.003213144817
852	0.00320862624
853	0.003204792339
854	0.003201788803
855	0.003197545955
856	0.003192928985
857	0.00318782674
858	0.003182748592
859	0.003175669129
860	0.003171227044
861	0.003166947639
862	0.003163912219
863	0.003160740452
864	0.003156636859
865	0.003152158906
866	0.003148961909
867	0.003146309963
868	0.003142358981
869	0.003137336368
870	0.003127696722
871	0.003124301832
872	0.003117105121
873	0.003111856837
874	0.003107046412
875	0.003101502558
876	0.003098087099
877	0.003093688066
878	0.003090352291
879	0.003087893285
880	0.003083880226
881	0.003078933685
882	0.003075110424
883	0.003071470444
884	0.003067795631
885	0.003063214348
886	0.003059790518
887	0.003057099923
888	0.003053717648
889	0.003049934119
890	0.003047690298
891	0.003044943357
892	0.003041682866
893	0.003037935504
894	0.003034105946
895	0.003031469817
896	0.00302768823
897	0.003022812088
898	0.003018512875
899	0.003014958535
900	0.00301255711
901	0.003009166112
902	0.003005554749
903	0.003003590677
904	0.003001327047
905	0.002996784316
906	0.002993853857
907	0.00298861274
908	0.002984745658
909	0.002980515524
910	0.002977628757
911	0.002975473494
912	0.002972403175
913	0.002969034104
914	0.002967116453
915	0.002963317567
916	0.002960354825
917	0.002955486575
918	0.002953144092
919	0.00294873102
920	0.002943005726
921	0.002940580833
922	0.002935669635
923	0.0029318329
924	0.002927891146
925	0.002922653743
926	0.002920392566
927	0.002917230934
928	0.002914676636
929	0.002910989459
930	0.00290783278
931	0.0029033596
932	0.002900759491
933	0.002896436408
934	0.002892591605
935	0.002888764365
936	0.002884933192
937	0.00287908592
938	0.002875985035
939	0.002872480007
940	0.002868659899
941	0.002866298313
942	0.002863652654
943	0.002857417569
944	0.002854005856
945	0.002851032989
946	0.002847056705
947	0.002843703698
948	0.002838594398
949	0.002835799562
950	0.002832895856
951	0.002829546114
952	0.00282669357
953	0.002824197503
954	0.002820660841
955	0.002818385333
956	0.002815162397
957	0.002809851098
958	0.002807116116
959	0.002805139297
960	0.002801973427
961	0.002798293805
962	0.002794403693
963	0.002790847007
964	0.002786579142
965	0.002782684871
966	0.002780061452
967	0.002778263266
968	0.002776748727
969	0.002774345542
970	0.002769804456
971	0.002766313528
972	0.002764332115
973	0.002761820178
974	0.002758306486
975	0.002755115251
976	0.002748423583
977	0.002746818617
978	0.00274430824
979	0.00274063889
980	0.002738017732
981	0.002736121478
982	0.002734441785
983	0.002731221958
984	0.002728415329
985	0.002726051551
986	0.002723995315
987	0.002721772597
988	0.002719362128
989	0.002716580542
990	0.00271074677
991	0.002708313359
992	0.002703782031
993	0.002700978602
994	0.002698457145
995	0.002695913185
996	0.002692435809
997	0.002689755082
998	0.002687122031
999	0.002684336112
